x,y,size,word
0.8196435614998028,0.03392836314743053,65.16926447519589,twigful
0.3425290089361903,0.34709930883818596,44.09714281471406,caldron
0.9952458758582476,0.1299346323545929,65.83811871979188,buttony
0.13824982533021646,0.3641949981949868,68.9614571738248,ignominious
0.38444508211650974,0.38755733475902066,66.4110107571551,retinoblastoma
0.1698183703316576,0.3881453937027546,41.72414895196,harshen
0.7415169901656813,0.0009147390692274548,90.82525631495453,subtilely
0.31723476955263985,0.9936697963262924,54.61011214865452,unfishing
0.09613950411765781,0.10342257310187875,44.15027549375876,uniserrulate
0.0005451224666392918,0.5328870240541772,72.27450930612831,myectomize
0.5537174800353568,0.2305706668853491,32.52207135895144,mistranslate
0.08319104721146431,0.47639266483742326,22.567868185110406,unfrankly
0.7032963569101565,0.6076307799466394,33.384002449643546,crotcheteer
0.2967149822296622,0.49059235465196527,86.68367415902962,overstraitly
0.08087913005663583,0.21590140228783916,81.62702518252705,semilatus
0.7758236245360972,0.7442449675348028,18.81454060301051,searness
0.9957638888209792,0.5276956688743399,70.60458941649048,cyanochroic
0.6628570641349789,0.7857620899295892,18.520396506125046,affectable
0.3656218922836121,0.3426577272169593,22.03018414233735,Vatican
0.885000533140853,0.1994897060014451,69.59329817672652,nonpurposive
0.8173923899884386,0.23061231769029789,59.46899810856283,odontoplerosis
0.08279293959436407,0.08416807811029425,48.214402632788136,Ko
0.21492238904548455,0.8907259552330289,48.32835055479829,Rex
0.3474191647870044,0.18054914564510516,53.00146811195432,gully
0.669455270012637,0.6830374539878268,64.92169335323068,knowing
